h	k	l	q	I(q)
-2.0	-8.0	8.0	13.75152	1.044028e-07
-2.0	8.0	-8.0	13.75152	1.059227e-07
2.0	-8.0	8.0	13.75152	1.059227e-07
2.0	8.0	8.0	13.75152	1.030594e-07
2.0	-8.0	-8.0	13.75152	1.041014e-07
-2.0	8.0	8.0	13.75152	1.041014e-07
-2.0	-8.0	-8.0	13.75152	1.030594e-07
2.0	8.0	-8.0	13.75152	1.044028e-07
6.0	6.0	-4.0	13.77669	6.027339e-07
6.0	-6.0	4.0	13.77669	6.049047e-07
-6.0	-6.0	4.0	13.77669	6.027339e-07
6.0	-6.0	-4.0	13.77669	6.029396e-07
6.0	6.0	4.0	13.77669	6.009444e-07
-6.0	-6.0	-4.0	13.77669	6.009444e-07
-6.0	6.0	-4.0	13.77669	6.049047e-07
-6.0	6.0	4.0	13.77669	6.029396e-07
-4.0	4.0	-9.0	13.86927	2.072852e-07
4.0	-4.0	-9.0	13.86927	1.944686e-07
-4.0	-4.0	-9.0	13.86927	1.937595e-07
4.0	4.0	-9.0	13.86927	2.076212e-07
-4.0	-4.0	9.0	13.86927	2.076212e-07
4.0	-4.0	9.0	13.86927	2.072852e-07
-4.0	4.0	9.0	13.86927	1.944686e-07
4.0	4.0	9.0	13.86927	1.937595e-07
0.0	-6.0	10.0	13.87114	8.491453e-08
0.0	6.0	10.0	13.87114	8.129754e-08
0.0	-6.0	-10.0	13.87114	8.129754e-08
0.0	6.0	-10.0	13.87114	8.491453e-08
-4.0	-6.0	8.0	13.89953	5.581836e-09
4.0	-6.0	-8.0	13.89953	4.016408e-09
4.0	6.0	8.0	13.89953	4.050398e-09
-4.0	6.0	8.0	13.89953	4.016408e-09
4.0	-6.0	8.0	13.89953	5.242219e-09
-4.0	-6.0	-8.0	13.89953	4.050398e-09
-4.0	6.0	-8.0	13.89953	5.242219e-09
4.0	6.0	-8.0	13.89953	5.581836e-09
5.0	9.0	2.0	13.90460	7.834123e-08
-5.0	-9.0	-2.0	13.90460	7.834123e-08
5.0	-9.0	-2.0	13.90460	7.967179e-08
-5.0	9.0	-2.0	13.90460	7.965190e-08
-5.0	-9.0	2.0	13.90460	7.830850e-08
5.0	9.0	-2.0	13.90460	7.830850e-08
-5.0	9.0	2.0	13.90460	7.967179e-08
5.0	-9.0	2.0	13.90460	7.965190e-08
2.0	10.0	-6.0	13.94334	2.790609e-07
2.0	-10.0	6.0	13.94334	2.818469e-07
-2.0	10.0	6.0	13.94334	2.944242e-07
2.0	-10.0	-6.0	13.94334	2.944242e-07
2.0	10.0	6.0	13.94334	2.913092e-07
-2.0	-10.0	6.0	13.94334	2.790609e-07
-2.0	10.0	-6.0	13.94334	2.818469e-07
-2.0	-10.0	-6.0	13.94334	2.913092e-07
-4.0	-10.0	-3.0	13.96453	9.833822e-09
4.0	-10.0	-3.0	13.96453	9.249068e-09
-4.0	-10.0	3.0	13.96453	7.723339e-09
-4.0	10.0	3.0	13.96453	9.249068e-09
-4.0	10.0	-3.0	13.96453	8.220804e-09
4.0	10.0	3.0	13.96453	9.833822e-09
4.0	10.0	-3.0	13.96453	7.723339e-09
4.0	-10.0	3.0	13.96453	8.220804e-09
7.0	5.0	0.0	13.98844	2.348727e-08
7.0	-5.0	0.0	13.98844	2.373303e-08
-7.0	5.0	0.0	13.98844	2.373303e-08
-7.0	-5.0	0.0	13.98844	2.348727e-08
-6.0	2.0	7.0	14.03321	2.289016e-07
-6.0	-2.0	-7.0	14.03321	2.288213e-07
6.0	-2.0	7.0	14.03321	2.150541e-07
-6.0	2.0	-7.0	14.03321	2.150541e-07
-6.0	-2.0	7.0	14.03321	2.151534e-07
6.0	-2.0	-7.0	14.03321	2.289016e-07
6.0	2.0	7.0	14.03321	2.288213e-07
6.0	2.0	-7.0	14.03321	2.151534e-07
-7.0	5.0	1.0	14.04059	8.712577e-08
7.0	-5.0	-1.0	14.04059	8.712577e-08
7.0	-5.0	1.0	14.04059	7.759572e-08
7.0	5.0	-1.0	14.04059	7.718996e-08
7.0	5.0	1.0	14.04059	8.750928e-08
-7.0	-5.0	-1.0	14.04059	8.750928e-08
-7.0	-5.0	1.0	14.04059	7.718996e-08
-7.0	5.0	-1.0	14.04059	7.759572e-08
7.0	3.0	4.0	14.08944	1.372883e-09
-7.0	3.0	4.0	14.08944	1.385378e-09
-7.0	3.0	-4.0	14.08944	1.522291e-09
7.0	-3.0	4.0	14.08944	1.522291e-09
-7.0	-3.0	-4.0	14.08944	1.372883e-09
7.0	-3.0	-4.0	14.08944	1.385378e-09
7.0	3.0	-4.0	14.08944	1.511471e-09
-7.0	-3.0	4.0	14.08944	1.511471e-09
-4.0	0.0	-10.0	14.12720	8.507624e-08
4.0	0.0	-10.0	14.12720	8.495580e-08
-4.0	0.0	10.0	14.12720	8.495580e-08
4.0	0.0	10.0	14.12720	8.507624e-08
0.0	10.0	7.0	14.14449	1.319933e-09
0.0	10.0	-7.0	14.14449	1.655181e-09
0.0	-10.0	-7.0	14.14449	1.319933e-09
0.0	-10.0	7.0	14.14449	1.655181e-09
0.0	-8.0	9.0	14.16336	1.408917e-07
0.0	8.0	9.0	14.16336	1.535998e-07
0.0	8.0	-9.0	14.16336	1.408917e-07
0.0	-8.0	-9.0	14.16336	1.535998e-07
-5.0	-9.0	3.0	14.16497	3.300381e-08
-5.0	9.0	-3.0	14.16497	3.211259e-08
-5.0	-9.0	-3.0	14.16497	2.825059e-08
5.0	9.0	-3.0	14.16497	3.300381e-08
5.0	9.0	3.0	14.16497	2.825059e-08
-5.0	9.0	3.0	14.16497	2.896381e-08
5.0	-9.0	3.0	14.16497	3.211259e-08
5.0	-9.0	-3.0	14.16497	2.896381e-08
1.0	9.0	-8.0	14.17482	8.678859e-09
-1.0	-9.0	-8.0	14.17482	9.124876e-09
1.0	-9.0	-8.0	14.17482	8.774740e-09
-1.0	9.0	8.0	14.17482	8.774740e-09
1.0	-9.0	8.0	14.17482	8.356355e-09
1.0	9.0	8.0	14.17482	9.124876e-09
-1.0	-9.0	8.0	14.17482	8.678859e-09
-1.0	9.0	-8.0	14.17482	8.356355e-09
-7.0	-1.0	-5.0	14.19127	1.581717e-08
7.0	-1.0	-5.0	14.19127	1.582163e-08
7.0	-1.0	5.0	14.19127	2.073454e-08
-7.0	-1.0	5.0	14.19127	2.070910e-08
7.0	1.0	5.0	14.19127	1.581717e-08
7.0	1.0	-5.0	14.19127	2.070910e-08
-7.0	1.0	-5.0	14.19127	2.073454e-08
-7.0	1.0	5.0	14.19127	1.582163e-08
-7.0	-5.0	2.0	14.19588	2.580824e-08
7.0	5.0	2.0	14.19588	2.684961e-08
7.0	-5.0	2.0	14.19588	2.604213e-08
-7.0	5.0	2.0	14.19588	2.695999e-08
-7.0	-5.0	-2.0	14.19588	2.684961e-08
7.0	5.0	-2.0	14.19588	2.580824e-08
7.0	-5.0	-2.0	14.19588	2.695999e-08
-7.0	5.0	-2.0	14.19588	2.604213e-08
-6.0	8.0	0.0	14.22584	1.715278e-08
6.0	-8.0	0.0	14.22584	1.715278e-08
-6.0	-8.0	0.0	14.22584	1.667610e-08
6.0	8.0	0.0	14.22584	1.667610e-08
-6.0	-6.0	-5.0	14.24614	2.236197e-09
6.0	-6.0	-5.0	14.24614	2.110175e-09
-6.0	6.0	5.0	14.24614	2.110175e-09
6.0	6.0	5.0	14.24614	2.236197e-09
5.0	1.0	-9.0	14.25247	2.046701e-08
-5.0	1.0	9.0	14.25247	2.101811e-08
5.0	-1.0	9.0	14.25247	2.056564e-08
-5.0	1.0	-9.0	14.25247	2.056564e-08
5.0	-1.0	-9.0	14.25247	2.101811e-08
-5.0	-1.0	9.0	14.25247	2.046701e-08
-5.0	-1.0	-9.0	14.25247	2.107879e-08
5.0	1.0	9.0	14.25247	2.107879e-08
-6.0	8.0	-1.0	14.27712	5.987873e-08
6.0	-8.0	1.0	14.27712	5.987873e-08
6.0	8.0	-1.0	14.27712	5.900668e-08
-6.0	-8.0	1.0	14.27712	5.900668e-08
6.0	-8.0	-1.0	14.27712	6.599462e-08
-6.0	8.0	1.0	14.27712	6.599462e-08
6.0	8.0	1.0	14.27712	6.684061e-08
-6.0	-8.0	-1.0	14.27712	6.684061e-08
4.0	-2.0	10.0	14.30788	2.526908e-08
4.0	2.0	-10.0	14.30788	2.561587e-08
-4.0	-2.0	10.0	14.30788	2.561587e-08
-4.0	2.0	-10.0	14.30788	2.526908e-08
-4.0	2.0	10.0	14.30788	2.792350e-08
-4.0	-2.0	-10.0	14.30788	2.820491e-08
4.0	-2.0	-10.0	14.30788	2.792350e-08
4.0	2.0	10.0	14.30788	2.820491e-08
-4.0	-10.0	-4.0	14.32620	9.811550e-08
-4.0	-10.0	4.0	14.32620	9.703049e-08
-4.0	10.0	4.0	14.32620	9.992802e-08
4.0	10.0	-4.0	14.32620	9.703049e-08
-4.0	10.0	-4.0	14.32620	9.864155e-08
4.0	-10.0	4.0	14.32620	9.864155e-08
4.0	10.0	4.0	14.32620	9.811550e-08
4.0	-10.0	-4.0	14.32620	9.992802e-08
-2.0	6.0	10.0	14.34436	7.061077e-08
-2.0	6.0	-10.0	14.34436	6.961673e-08
2.0	-6.0	10.0	14.34436	6.961673e-08
2.0	-6.0	-10.0	14.34436	7.061077e-08
-2.0	-6.0	10.0	14.34436	7.002368e-08
-2.0	-6.0	-10.0	14.34436	7.043388e-08
2.0	6.0	-10.0	14.34436	7.002368e-08
2.0	6.0	10.0	14.34436	7.043388e-08
-4.0	-8.0	-7.0	14.39569	1.633523e-07
-4.0	-8.0	7.0	14.39569	1.541815e-07
4.0	-8.0	-7.0	14.39569	1.616787e-07
-4.0	8.0	7.0	14.39569	1.616787e-07
4.0	-8.0	7.0	14.39569	1.561539e-07
4.0	8.0	7.0	14.39569	1.633523e-07
-4.0	8.0	-7.0	14.39569	1.561539e-07
4.0	8.0	-7.0	14.39569	1.541815e-07
-6.0	8.0	2.0	14.42988	2.558803e-08
6.0	-8.0	-2.0	14.42988	2.558803e-08
6.0	-8.0	2.0	14.42988	2.478613e-08
-6.0	8.0	-2.0	14.42988	2.478613e-08
-6.0	-8.0	-2.0	14.42988	2.514641e-08
-6.0	-8.0	2.0	14.42988	2.425284e-08
6.0	8.0	-2.0	14.42988	2.425284e-08
6.0	8.0	2.0	14.42988	2.514641e-08
-3.0	-5.0	10.0	14.43337	1.842326e-08
3.0	5.0	-10.0	14.43337	1.842326e-08
-3.0	5.0	-10.0	14.43337	1.837967e-08
-3.0	-5.0	-10.0	14.43337	2.124808e-08
3.0	5.0	10.0	14.43337	2.124808e-08
3.0	-5.0	-10.0	14.43337	2.088174e-08
3.0	-5.0	10.0	14.43337	1.837967e-08
-3.0	5.0	10.0	14.43337	2.088174e-08
-7.0	5.0	-3.0	14.45101	9.200597e-09
7.0	-5.0	3.0	14.45101	9.200597e-09
7.0	5.0	-3.0	14.45101	9.358851e-09
-7.0	-5.0	-3.0	14.45101	6.558476e-09
7.0	5.0	3.0	14.45101	6.558476e-09
-7.0	-5.0	3.0	14.45101	9.358851e-09
7.0	-5.0	-3.0	14.45101	6.595349e-09
-7.0	5.0	3.0	14.45101	6.595349e-09
5.0	-5.0	8.0	14.46066	5.962227e-08
-5.0	5.0	8.0	14.46066	6.000690e-08
-5.0	5.0	-8.0	14.46066	5.962227e-08
-5.0	-5.0	8.0	14.46066	5.930705e-08
-5.0	-5.0	-8.0	14.46066	5.996864e-08
5.0	5.0	-8.0	14.46066	5.930705e-08
5.0	5.0	8.0	14.46066	5.996864e-08
5.0	-5.0	-8.0	14.46066	6.000690e-08
-5.0	9.0	-4.0	14.52165	1.631471e-09
5.0	-9.0	4.0	14.52165	1.631471e-09
-5.0	9.0	4.0	14.52165	1.616719e-09
5.0	9.0	4.0	14.52165	1.465529e-09
-5.0	-9.0	4.0	14.52165	1.462208e-09
5.0	9.0	-4.0	14.52165	1.462208e-09
-5.0	-9.0	-4.0	14.52165	1.465529e-09
5.0	-9.0	-4.0	14.52165	1.616719e-09
3.0	7.0	-9.0	14.53880	1.816012e-08
-3.0	7.0	-9.0	14.53880	1.759028e-08
3.0	-7.0	9.0	14.53880	1.759028e-08
-3.0	-7.0	-9.0	14.53880	1.809180e-08
3.0	-7.0	-9.0	14.53880	1.830986e-08
-3.0	-7.0	9.0	14.53880	1.816012e-08
3.0	7.0	9.0	14.53880	1.809180e-08
-3.0	7.0	9.0	14.53880	1.830986e-08
7.0	-3.0	5.0	14.54880	1.573482e-08
-7.0	3.0	5.0	14.54880	1.964391e-08
-7.0	-3.0	-5.0	14.54880	1.978024e-08
-7.0	3.0	-5.0	14.54880	1.573482e-08
7.0	3.0	-5.0	14.54880	1.573317e-08
-7.0	-3.0	5.0	14.54880	1.573317e-08
7.0	3.0	5.0	14.54880	1.978024e-08
7.0	-3.0	-5.0	14.54880	1.964391e-08
-6.0	4.0	7.0	14.57203	7.703853e-09
-6.0	-4.0	-7.0	14.57203	7.695262e-09
6.0	4.0	7.0	14.57203	7.695262e-09
6.0	-4.0	-7.0	14.57203	7.703853e-09
6.0	-4.0	7.0	14.57203	6.542767e-09
6.0	4.0	-7.0	14.57203	6.499393e-09
-6.0	4.0	-7.0	14.57203	6.542767e-09
-6.0	-4.0	7.0	14.57203	6.499393e-09
-1.0	7.0	10.0	14.57547	1.811492e-08
1.0	-7.0	-10.0	14.57547	1.811492e-08
-1.0	-7.0	-10.0	14.57547	1.799353e-08
1.0	-7.0	10.0	14.57547	2.015430e-08
1.0	7.0	-10.0	14.57547	1.990659e-08
-1.0	-7.0	10.0	14.57547	1.990659e-08
1.0	7.0	10.0	14.57547	1.799353e-08
-1.0	7.0	-10.0	14.57547	2.015430e-08
5.0	-3.0	-9.0	14.60850	3.685578e-09
5.0	3.0	-9.0	14.60850	3.142735e-09
-5.0	3.0	9.0	14.60850	3.685578e-09
-5.0	3.0	-9.0	14.60850	3.120545e-09
5.0	-3.0	9.0	14.60850	3.120545e-09
-5.0	-3.0	-9.0	14.60850	3.786078e-09
5.0	3.0	9.0	14.60850	3.786078e-09
-5.0	-3.0	9.0	14.60850	3.142735e-09
2.0	10.0	-7.0	14.60886	1.392907e-07
-2.0	10.0	-7.0	14.60886	1.375599e-07
-2.0	-10.0	-7.0	14.60886	1.344354e-07
-2.0	10.0	7.0	14.60886	1.363892e-07
2.0	10.0	7.0	14.60886	1.344354e-07
2.0	-10.0	-7.0	14.60886	1.363892e-07
-2.0	-10.0	7.0	14.60886	1.392907e-07
2.0	-10.0	7.0	14.60886	1.375599e-07
-8.0	0.0	0.0	14.61631	4.245007e-08
8.0	0.0	0.0	14.61631	4.245007e-08
6.0	0.0	8.0	14.61911	5.622802e-09
-6.0	0.0	-8.0	14.61911	5.622802e-09
6.0	0.0	-8.0	14.61911	5.623270e-09
-6.0	0.0	8.0	14.61911	5.623270e-09
-2.0	8.0	9.0	14.62713	8.795802e-09
-2.0	8.0	-9.0	14.62713	1.015595e-08
2.0	8.0	9.0	14.62713	9.129811e-09
-2.0	-8.0	9.0	14.62713	9.722371e-09
2.0	8.0	-9.0	14.62713	9.722371e-09
-2.0	-8.0	-9.0	14.62713	9.129811e-09
2.0	-8.0	-9.0	14.62713	8.795802e-09
2.0	-8.0	9.0	14.62713	1.015595e-08
6.0	8.0	3.0	14.68093	3.250599e-09
6.0	-8.0	-3.0	14.68093	3.372362e-09
-6.0	8.0	-3.0	14.68093	4.749213e-09
6.0	8.0	-3.0	14.68093	5.001614e-09
-6.0	-8.0	3.0	14.68093	5.001614e-09
-6.0	8.0	3.0	14.68093	3.372362e-09
-6.0	-8.0	-3.0	14.68093	3.250599e-09
6.0	-8.0	3.0	14.68093	4.749213e-09
7.0	1.0	-6.0	14.74688	1.217590e-08
7.0	1.0	6.0	14.74688	1.261425e-08
7.0	-1.0	-6.0	14.74688	1.264840e-08
7.0	-1.0	6.0	14.74688	1.222434e-08
-7.0	-1.0	6.0	14.74688	1.217590e-08
-7.0	-1.0	-6.0	14.74688	1.261425e-08
-7.0	1.0	6.0	14.74688	1.264840e-08
-7.0	1.0	-6.0	14.74688	1.222434e-08
5.0	7.0	-7.0	14.76523	9.095964e-09
-5.0	7.0	7.0	14.76523	9.973613e-09
-5.0	7.0	-7.0	14.76523	9.348526e-09
5.0	-7.0	-7.0	14.76523	9.973613e-09
5.0	7.0	7.0	14.76523	1.020278e-08
-5.0	-7.0	7.0	14.76523	9.095964e-09
-5.0	-7.0	-7.0	14.76523	1.020278e-08
5.0	-7.0	7.0	14.76523	9.348526e-09
4.0	6.0	-9.0	14.76636	3.596727e-09
4.0	-6.0	9.0	14.76636	3.365009e-09
-4.0	6.0	-9.0	14.76636	3.365009e-09
-4.0	-6.0	-9.0	14.76636	4.175417e-09
4.0	-6.0	-9.0	14.76636	4.150798e-09
-4.0	-6.0	9.0	14.76636	3.596727e-09
4.0	6.0	9.0	14.76636	4.175417e-09
-4.0	6.0	9.0	14.76636	4.150798e-09
4.0	10.0	-5.0	14.77820	7.937257e-09
-4.0	10.0	-5.0	14.77820	7.574862e-09
4.0	-10.0	5.0	14.77820	7.574862e-09
-4.0	10.0	5.0	14.77820	6.480792e-09
-4.0	-10.0	5.0	14.77820	7.937257e-09
4.0	10.0	5.0	14.77820	6.096883e-09
4.0	-10.0	-5.0	14.77820	6.480792e-09
-4.0	-10.0	-5.0	14.77820	6.096883e-09
-8.0	2.0	0.0	14.79102	5.228637e-08
8.0	2.0	0.0	14.79102	5.238892e-08
-8.0	-2.0	0.0	14.79102	5.238892e-08
8.0	-2.0	0.0	14.79102	5.228637e-08
6.0	2.0	8.0	14.79379	1.183465e-08
6.0	-2.0	8.0	14.79379	1.360299e-08
-6.0	2.0	-8.0	14.79379	1.360299e-08
-6.0	2.0	8.0	14.79379	1.183751e-08
6.0	-2.0	-8.0	14.79379	1.183751e-08
-6.0	-2.0	-8.0	14.79379	1.183465e-08
6.0	2.0	-8.0	14.79379	1.361293e-08
-6.0	-2.0	8.0	14.79379	1.361293e-08
6.0	6.0	6.0	14.79970	1.814674e-08
-6.0	-6.0	6.0	14.79970	1.804823e-08
6.0	-6.0	-6.0	14.79970	1.791917e-08
6.0	6.0	-6.0	14.79970	1.804823e-08
-6.0	6.0	-6.0	14.79970	1.779577e-08
-6.0	-6.0	-6.0	14.79970	1.814674e-08
-6.0	6.0	6.0	14.79970	1.791917e-08
6.0	-6.0	6.0	14.79970	1.779577e-08
7.0	-5.0	4.0	14.80079	2.665056e-09
-7.0	5.0	-4.0	14.80079	2.665056e-09
-7.0	5.0	4.0	14.80079	2.629425e-09
7.0	5.0	4.0	14.80079	2.582358e-09
7.0	5.0	-4.0	14.80079	2.587066e-09
-7.0	-5.0	4.0	14.80079	2.587066e-09
-7.0	-5.0	-4.0	14.80079	2.582358e-09
7.0	-5.0	-4.0	14.80079	2.629425e-09
8.0	0.0	2.0	14.81497	1.783897e-07
-8.0	0.0	2.0	14.81497	1.781751e-07
8.0	0.0	-2.0	14.81497	1.781751e-07
-8.0	0.0	-2.0	14.81497	1.783897e-07
-4.0	-4.0	-10.0	14.83674	8.606027e-08
4.0	4.0	10.0	14.83674	8.606027e-08
-4.0	-4.0	10.0	14.83674	8.089407e-08
-4.0	4.0	-10.0	14.83674	8.067392e-08
4.0	-4.0	-10.0	14.83674	8.557330e-08
4.0	4.0	-10.0	14.83674	8.089407e-08
-4.0	4.0	10.0	14.83674	8.557330e-08
4.0	-4.0	10.0	14.83674	8.067392e-08
-8.0	-2.0	-1.0	14.84035	7.259098e-08
8.0	-2.0	-1.0	14.84035	7.276674e-08
-8.0	2.0	1.0	14.84035	7.276674e-08
8.0	2.0	-1.0	14.84035	6.377158e-08
8.0	2.0	1.0	14.84035	7.259098e-08
8.0	-2.0	1.0	14.84035	6.368782e-08
-8.0	2.0	-1.0	14.84035	6.368782e-08
-8.0	-2.0	1.0	14.84035	6.377158e-08
0.0	-10.0	8.0	14.89939	3.545126e-08
0.0	10.0	-8.0	14.89939	3.545126e-08
0.0	10.0	8.0	14.89939	3.647065e-08
0.0	-10.0	-8.0	14.89939	3.647065e-08
5.0	-9.0	-5.0	14.96775	1.273369e-08
5.0	9.0	5.0	14.96775	1.325447e-08
-5.0	9.0	-5.0	14.96775	1.112810e-08
-5.0	-9.0	-5.0	14.96775	1.325447e-08
-5.0	-9.0	5.0	14.96775	1.075310e-08
5.0	9.0	-5.0	14.96775	1.075310e-08
-5.0	9.0	5.0	14.96775	1.273369e-08
5.0	-9.0	5.0	14.96775	1.112810e-08
-8.0	-2.0	2.0	14.98736	1.660815e-09
8.0	-2.0	-2.0	14.98736	1.798327e-09
-8.0	2.0	-2.0	14.98736	1.650431e-09
-8.0	2.0	2.0	14.98736	1.798327e-09
8.0	2.0	-2.0	14.98736	1.660815e-09
8.0	-2.0	2.0	14.98736	1.650431e-09
8.0	2.0	2.0	14.98736	1.834336e-09
-8.0	-2.0	-2.0	14.98736	1.834336e-09
-1.0	9.0	-9.0	15.02578	2.689726e-09
1.0	-9.0	-9.0	15.02578	2.149941e-09
-1.0	-9.0	9.0	15.02578	2.537358e-09
-1.0	-9.0	-9.0	15.02578	2.311654e-09
1.0	9.0	9.0	15.02578	2.311654e-09
1.0	-9.0	9.0	15.02578	2.689726e-09
-1.0	9.0	9.0	15.02578	2.149941e-09
1.0	9.0	-9.0	15.02578	2.537358e-09
3.0	-9.0	8.0	15.08741	1.875328e-09
-3.0	-9.0	-8.0	15.08741	1.945184e-09
-3.0	9.0	-8.0	15.08741	1.875328e-09
3.0	9.0	-8.0	15.08741	1.647946e-09
-3.0	-9.0	8.0	15.08741	1.647946e-09
3.0	9.0	8.0	15.08741	1.945184e-09
3.0	-9.0	-8.0	15.08741	2.157916e-09
-3.0	9.0	8.0	15.08741	2.157916e-09
7.0	-3.0	-6.0	15.09126	4.573106e-08
-7.0	-3.0	-6.0	15.09126	4.560048e-08
7.0	-3.0	6.0	15.09126	4.583510e-08
-7.0	-3.0	6.0	15.09126	4.586603e-08
-7.0	3.0	-6.0	15.09126	4.583510e-08
7.0	3.0	6.0	15.09126	4.560048e-08
-7.0	3.0	6.0	15.09126	4.573106e-08
7.0	3.0	-6.0	15.09126	4.586603e-08
7.0	7.0	-1.0	15.09850	1.462492e-08
7.0	-7.0	1.0	15.09850	1.432480e-08
-7.0	-7.0	1.0	15.09850	1.462492e-08
-7.0	7.0	-1.0	15.09850	1.432480e-08
-7.0	-7.0	-1.0	15.09850	1.105638e-08
-7.0	7.0	1.0	15.09850	1.128555e-08
7.0	-7.0	-1.0	15.09850	1.128555e-08
7.0	7.0	1.0	15.09850	1.105638e-08
0.0	-8.0	10.0	15.11201	7.127005e-08
0.0	8.0	-10.0	15.11201	7.127005e-08
0.0	-8.0	-10.0	15.11201	6.839397e-08
0.0	8.0	10.0	15.11201	6.839397e-08
4.0	-8.0	8.0	15.13807	9.581263e-09
-4.0	-8.0	-8.0	15.13807	8.558764e-09
-4.0	8.0	8.0	15.13807	8.215158e-09
4.0	-8.0	-8.0	15.13807	8.215158e-09
4.0	8.0	8.0	15.13807	8.558764e-09
4.0	8.0	-8.0	15.13807	1.003863e-08
-4.0	8.0	-8.0	15.13807	9.581263e-09
-4.0	-8.0	8.0	15.13807	1.003863e-08
-5.0	-1.0	-10.0	15.19555	5.199318e-09
-5.0	1.0	10.0	15.19555	5.167423e-09
5.0	-1.0	-10.0	15.19555	5.167423e-09
-5.0	-1.0	10.0	15.19555	5.446107e-09
5.0	1.0	10.0	15.19555	5.199318e-09
-5.0	1.0	-10.0	15.19555	5.398552e-09
5.0	-1.0	10.0	15.19555	5.398552e-09
5.0	1.0	-10.0	15.19555	5.446107e-09
-8.0	-2.0	-3.0	15.22923	1.779877e-09
8.0	-2.0	-3.0	15.22923	1.805119e-09
8.0	2.0	3.0	15.22923	1.779877e-09
-8.0	2.0	3.0	15.22923	1.805119e-09
-7.0	-5.0	5.0	15.23872	8.108025e-08
-7.0	5.0	5.0	15.23872	8.952794e-08
7.0	5.0	5.0	15.23872	8.970719e-08
7.0	5.0	-5.0	15.23872	8.108025e-08
7.0	-5.0	-5.0	15.23872	8.952794e-08
-7.0	5.0	-5.0	15.23872	8.151919e-08
7.0	-5.0	5.0	15.23872	8.151919e-08
-7.0	-5.0	-5.0	15.23872	8.970719e-08
7.0	-7.0	-2.0	15.24302	4.047065e-08
7.0	7.0	2.0	15.24302	4.010434e-08
-7.0	7.0	2.0	15.24302	4.047065e-08
7.0	7.0	-2.0	15.24302	4.003909e-08
-7.0	7.0	-2.0	15.24302	4.048215e-08
-7.0	-7.0	-2.0	15.24302	4.010434e-08
-7.0	-7.0	2.0	15.24302	4.003909e-08
7.0	-7.0	2.0	15.24302	4.048215e-08
-5.0	5.0	9.0	15.29573	4.800978e-09
-5.0	5.0	-9.0	15.29573	5.305415e-09
5.0	5.0	-9.0	15.29573	5.420427e-09
5.0	5.0	9.0	15.29573	4.815508e-09
5.0	-5.0	-9.0	15.29573	4.800978e-09
-5.0	-5.0	-9.0	15.29573	4.815508e-09
5.0	-5.0	9.0	15.29573	5.305415e-09
-5.0	-5.0	9.0	15.29573	5.420427e-09
6.0	4.0	8.0	15.30586	2.750822e-09
-6.0	4.0	8.0	15.30586	2.729140e-09
-6.0	-4.0	-8.0	15.30586	2.750822e-09
-6.0	4.0	-8.0	15.30586	2.466485e-09
6.0	4.0	-8.0	15.30586	2.463428e-09
6.0	-4.0	-8.0	15.30586	2.729140e-09
6.0	-4.0	8.0	15.30586	2.466485e-09
-6.0	-4.0	8.0	15.30586	2.463428e-09
4.0	10.0	-6.0	15.31253	5.727808e-09
-4.0	10.0	-6.0	15.31253	5.440282e-09
4.0	-10.0	6.0	15.31253	5.440282e-09
4.0	10.0	6.0	15.31253	5.694338e-09
-4.0	-10.0	6.0	15.31253	5.727808e-09
-4.0	10.0	6.0	15.31253	5.368058e-09
-4.0	-10.0	-6.0	15.31253	5.694338e-09
4.0	-10.0	-6.0	15.31253	5.368058e-09
-2.0	-10.0	-8.0	15.34093	5.414852e-09
-2.0	-10.0	8.0	15.34093	4.914434e-09
2.0	-10.0	-8.0	15.34093	5.079430e-09
2.0	10.0	8.0	15.34093	5.414852e-09
-2.0	10.0	-8.0	15.34093	4.632910e-09
2.0	-10.0	8.0	15.34093	4.632910e-09
2.0	10.0	-8.0	15.34093	4.914434e-09
-2.0	10.0	8.0	15.34093	5.079430e-09
8.0	4.0	1.0	15.35087	7.125189e-09
8.0	-4.0	1.0	15.35087	4.952431e-09
8.0	4.0	-1.0	15.35087	4.862289e-09
-8.0	-4.0	-1.0	15.35087	7.125189e-09
-8.0	4.0	-1.0	15.35087	4.952431e-09
8.0	-4.0	-1.0	15.35087	7.071078e-09
-8.0	-4.0	1.0	15.35087	4.862289e-09
-8.0	4.0	1.0	15.35087	7.071078e-09
7.0	-1.0	-7.0	15.37766	2.257984e-09
-7.0	-1.0	-7.0	15.37766	2.287059e-09
7.0	-1.0	7.0	15.37766	3.642319e-09
-7.0	-1.0	7.0	15.37766	3.602145e-09
7.0	1.0	7.0	15.37766	2.287059e-09
-7.0	1.0	-7.0	15.37766	3.642319e-09
-7.0	1.0	7.0	15.37766	2.257984e-09
7.0	1.0	-7.0	15.37766	3.602145e-09
8.0	0.0	4.0	15.39557	4.054342e-08
-8.0	0.0	4.0	15.39557	4.072523e-08
8.0	0.0	-4.0	15.39557	4.072523e-08
-8.0	0.0	-4.0	15.39557	4.054342e-08
6.0	8.0	5.0	15.45693	6.622778e-08
-6.0	8.0	-5.0	15.45693	6.061173e-08
-6.0	8.0	5.0	15.45693	6.570136e-08
-6.0	-8.0	5.0	15.45693	5.987722e-08
6.0	-8.0	-5.0	15.45693	6.570136e-08
6.0	8.0	-5.0	15.45693	5.987722e-08
