h	k	l	q	I(q)
8.0	-8.0	-2.0	17.36915	1.677991e-09
-8.0	-8.0	2.0	17.36915	1.606626e-09
-8.0	-8.0	-2.0	17.36915	1.673909e-09
-8.0	8.0	2.0	17.36915	1.677991e-09
8.0	8.0	2.0	17.36915	1.673909e-09
8.0	-8.0	2.0	17.36915	1.608096e-09
-8.0	8.0	-2.0	17.36915	1.608096e-09
8.0	8.0	-2.0	17.36915	1.606626e-09
8.0	4.0	7.0	17.48743	1.054645e-09
8.0	-4.0	-7.0	17.48743	1.078205e-09
-8.0	4.0	7.0	17.48743	1.078205e-09
-8.0	-4.0	-7.0	17.48743	1.054645e-09
9.0	-1.0	-5.0	17.55592	2.674484e-09
-9.0	1.0	5.0	17.55592	2.674484e-09
9.0	-1.0	5.0	17.55592	3.268065e-09
9.0	1.0	-5.0	17.55592	3.256671e-09
-9.0	1.0	-5.0	17.55592	3.268065e-09
-9.0	-1.0	5.0	17.55592	3.256671e-09
-9.0	-1.0	-5.0	17.55592	2.703007e-09
9.0	1.0	5.0	17.55592	2.703007e-09
9.0	5.0	-2.0	17.55965	2.335860e-09
-9.0	5.0	-2.0	17.55965	2.305503e-09
9.0	-5.0	-2.0	17.55965	2.232872e-09
-9.0	-5.0	2.0	17.55965	2.335860e-09
9.0	5.0	2.0	17.55965	2.287259e-09
-9.0	5.0	2.0	17.55965	2.232872e-09
-9.0	-5.0	-2.0	17.55965	2.287259e-09
9.0	-5.0	2.0	17.55965	2.305503e-09
8.0	-8.0	3.0	17.57827	3.768757e-09
8.0	8.0	-3.0	17.57827	3.761413e-09
8.0	-8.0	-3.0	17.57827	4.067575e-09
-8.0	-8.0	3.0	17.57827	3.761413e-09
8.0	8.0	3.0	17.57827	4.061979e-09
-8.0	-8.0	-3.0	17.57827	4.061979e-09
-8.0	8.0	3.0	17.57827	4.067575e-09
-8.0	8.0	-3.0	17.57827	3.768757e-09
7.0	-1.0	-10.0	17.63572	1.922200e-09
7.0	-1.0	10.0	17.63572	1.908061e-09
-7.0	1.0	10.0	17.63572	1.922200e-09
7.0	1.0	10.0	17.63572	1.918766e-09
-7.0	-1.0	10.0	17.63572	1.875540e-09
-7.0	-1.0	-10.0	17.63572	1.918766e-09
7.0	1.0	-10.0	17.63572	1.875540e-09
-7.0	1.0	-10.0	17.63572	1.908061e-09
8.0	-2.0	8.0	17.67264	1.375969e-08
8.0	-2.0	-8.0	17.67264	1.374503e-08
8.0	2.0	8.0	17.67264	1.377796e-08
-8.0	2.0	8.0	17.67264	1.374503e-08
-8.0	-2.0	-8.0	17.67264	1.377796e-08
8.0	2.0	-8.0	17.67264	1.376825e-08
-8.0	-2.0	8.0	17.67264	1.376825e-08
-8.0	2.0	-8.0	17.67264	1.375969e-08
8.0	6.0	-6.0	17.67758	2.306522e-09
-8.0	6.0	-6.0	17.67758	2.280658e-09
8.0	-6.0	6.0	17.67758	2.280658e-09
8.0	-6.0	-6.0	17.67758	2.265431e-09
-8.0	-6.0	-6.0	17.67758	2.259690e-09
-8.0	6.0	6.0	17.67758	2.265431e-09
-8.0	-6.0	6.0	17.67758	2.306522e-09
8.0	6.0	6.0	17.67758	2.259690e-09
-6.0	6.0	10.0	17.67990	2.649346e-08
6.0	6.0	-10.0	17.67990	2.642697e-08
6.0	-6.0	10.0	17.67990	2.654717e-08
6.0	-6.0	-10.0	17.67990	2.649346e-08
-6.0	-6.0	10.0	17.67990	2.642697e-08
-6.0	-6.0	-10.0	17.67990	2.651271e-08
-6.0	6.0	-10.0	17.67990	2.654717e-08
6.0	6.0	10.0	17.67990	2.651271e-08
7.0	5.0	-9.0	17.72210	7.098811e-09
-7.0	5.0	9.0	17.72210	5.875714e-09
7.0	5.0	9.0	17.72210	5.854201e-09
-7.0	-5.0	-9.0	17.72210	5.854201e-09
-7.0	5.0	-9.0	17.72210	7.077950e-09
7.0	-5.0	-9.0	17.72210	5.875714e-09
7.0	-5.0	9.0	17.72210	7.077950e-09
-7.0	-5.0	9.0	17.72210	7.098811e-09
-9.0	5.0	3.0	17.76654	2.159619e-08
9.0	5.0	3.0	17.76654	2.149004e-08
9.0	-5.0	-3.0	17.76654	2.159619e-08
-9.0	-5.0	-3.0	17.76654	2.149004e-08
9.0	5.0	-3.0	17.76654	2.088279e-08
9.0	-5.0	3.0	17.76654	2.082389e-08
-9.0	5.0	-3.0	17.76654	2.082389e-08
-9.0	-5.0	3.0	17.76654	2.088279e-08
7.0	-7.0	8.0	17.88996	1.231301e-08
-7.0	7.0	8.0	17.88996	1.282492e-08
-7.0	-7.0	-8.0	17.88996	1.279916e-08
-7.0	7.0	-8.0	17.88996	1.231301e-08
7.0	7.0	8.0	17.88996	1.279916e-08
7.0	7.0	-8.0	17.88996	1.230310e-08
7.0	-7.0	-8.0	17.88996	1.282492e-08
-7.0	-7.0	8.0	17.88996	1.230310e-08
7.0	-9.0	6.0	17.89485	3.306658e-09
-7.0	9.0	-6.0	17.89485	3.306658e-09
7.0	9.0	-6.0	17.89485	3.317250e-09
7.0	9.0	6.0	17.89485	3.217716e-09
-7.0	9.0	6.0	17.89485	3.249889e-09
-7.0	-9.0	-6.0	17.89485	3.217716e-09
7.0	-9.0	-6.0	17.89485	3.249889e-09
-7.0	-9.0	6.0	17.89485	3.317250e-09
-6.0	-10.0	7.0	17.89517	1.639551e-09
-6.0	10.0	7.0	17.89517	1.784181e-09
6.0	-10.0	-7.0	17.89517	1.784181e-09
6.0	10.0	7.0	17.89517	1.813998e-09
-6.0	-10.0	-7.0	17.89517	1.813998e-09
-6.0	10.0	-7.0	17.89517	1.626475e-09
6.0	10.0	-7.0	17.89517	1.639551e-09
6.0	-10.0	7.0	17.89517	1.626475e-09
-6.0	8.0	-9.0	17.91009	9.656403e-09
6.0	-8.0	9.0	17.91009	9.656403e-09
-6.0	-8.0	-9.0	17.91009	8.637097e-09
6.0	-8.0	-9.0	17.91009	8.749972e-09
-6.0	8.0	9.0	17.91009	8.749972e-09
6.0	8.0	9.0	17.91009	8.637097e-09
6.0	8.0	-9.0	17.91009	9.775991e-09
-6.0	-8.0	9.0	17.91009	9.775991e-09
9.0	-1.0	6.0	18.00802	8.204767e-09
-9.0	-1.0	-6.0	18.00802	7.921439e-09
-9.0	-1.0	6.0	18.00802	8.167897e-09
9.0	-1.0	-6.0	18.00802	7.969714e-09
9.0	1.0	6.0	18.00802	7.921439e-09
-9.0	1.0	-6.0	18.00802	8.204767e-09
-9.0	1.0	6.0	18.00802	7.969714e-09
9.0	1.0	-6.0	18.00802	8.167897e-09
-9.0	-5.0	-4.0	18.05219	1.188702e-08
9.0	-5.0	4.0	18.05219	1.177436e-08
9.0	-5.0	-4.0	18.05219	1.194352e-08
-9.0	-5.0	4.0	18.05219	1.174804e-08
9.0	5.0	4.0	18.05219	1.188702e-08
-9.0	5.0	4.0	18.05219	1.194352e-08
9.0	5.0	-4.0	18.05219	1.174804e-08
-9.0	5.0	-4.0	18.05219	1.177436e-08
8.0	-4.0	8.0	18.10346	3.092442e-09
-8.0	-4.0	8.0	18.10346	3.049600e-09
-8.0	4.0	8.0	18.10346	2.967972e-09
8.0	4.0	8.0	18.10346	2.931727e-09
8.0	4.0	-8.0	18.10346	3.049600e-09
-8.0	4.0	-8.0	18.10346	3.092442e-09
-8.0	-4.0	-8.0	18.10346	2.931727e-09
8.0	-4.0	-8.0	18.10346	2.967972e-09
4.0	-10.0	10.0	18.11137	1.048125e-09
-4.0	-10.0	10.0	18.11137	1.110697e-09
4.0	10.0	10.0	18.11137	1.009983e-09
4.0	10.0	-10.0	18.11137	1.110697e-09
-4.0	10.0	-10.0	18.11137	1.048125e-09
-4.0	-10.0	-10.0	18.11137	1.009983e-09
-8.0	-8.0	5.0	18.23137	2.675368e-08
8.0	-8.0	5.0	18.23137	2.677876e-08
8.0	8.0	5.0	18.23137	2.747280e-08
-8.0	8.0	5.0	18.23137	2.748274e-08
-8.0	-8.0	-5.0	18.23137	2.747280e-08
-8.0	8.0	-5.0	18.23137	2.677876e-08
8.0	8.0	-5.0	18.23137	2.675368e-08
8.0	-8.0	-5.0	18.23137	2.748274e-08
-10.0	0.0	0.0	18.27038	1.183857e-08
10.0	0.0	0.0	18.27038	1.183857e-08
8.0	2.0	-9.0	18.36221	4.555729e-09
-8.0	-2.0	9.0	18.36221	4.555729e-09
-8.0	2.0	9.0	18.36221	3.881039e-09
8.0	2.0	9.0	18.36221	3.864631e-09
-8.0	2.0	-9.0	18.36221	4.570870e-09
8.0	-2.0	-9.0	18.36221	3.881039e-09
-8.0	-2.0	-9.0	18.36221	3.864631e-09
8.0	-2.0	9.0	18.36221	4.570870e-09
10.0	-2.0	0.0	18.41045	1.802133e-09
-10.0	-2.0	0.0	18.41045	1.833897e-09
10.0	2.0	0.0	18.41045	1.833897e-09
-10.0	2.0	0.0	18.41045	1.802133e-09
10.0	0.0	2.0	18.42970	1.199079e-08
-10.0	0.0	-2.0	18.42970	1.199079e-08
10.0	0.0	-2.0	18.42970	1.196368e-08
-10.0	0.0	2.0	18.42970	1.196368e-08
10.0	2.0	-1.0	18.45011	1.264699e-08
-10.0	2.0	1.0	18.45011	1.240724e-08
10.0	2.0	1.0	18.45011	1.233605e-08
10.0	-2.0	-1.0	18.45011	1.240724e-08
-10.0	-2.0	-1.0	18.45011	1.233605e-08
-10.0	2.0	-1.0	18.45011	1.258061e-08
10.0	-2.0	1.0	18.45011	1.258061e-08
-10.0	-2.0	1.0	18.45011	1.264699e-08
-7.0	-5.0	-10.0	18.48905	7.496831e-09
-7.0	-5.0	10.0	18.48905	7.208114e-09
7.0	-5.0	10.0	18.48905	7.214867e-09
7.0	5.0	10.0	18.48905	7.496831e-09
-7.0	5.0	10.0	18.48905	7.489135e-09
7.0	-5.0	-10.0	18.48905	7.489135e-09
-7.0	5.0	-10.0	18.48905	7.214867e-09
7.0	5.0	-10.0	18.48905	7.208114e-09
6.0	10.0	-8.0	18.49763	2.226262e-09
-6.0	10.0	8.0	18.49763	2.083685e-09
-6.0	-10.0	8.0	18.49763	2.226262e-09
6.0	10.0	8.0	18.49763	2.106656e-09
6.0	-10.0	8.0	18.49763	2.214118e-09
-6.0	10.0	-8.0	18.49763	2.214118e-09
6.0	-10.0	-8.0	18.49763	2.083685e-09
-6.0	-10.0	-8.0	18.49763	2.106656e-09
9.0	-1.0	-7.0	18.52811	6.194733e-09
-9.0	1.0	7.0	18.52811	6.194733e-09
9.0	1.0	7.0	18.52811	6.242245e-09
9.0	-1.0	7.0	18.52811	6.602817e-09
-9.0	-1.0	7.0	18.52811	6.578109e-09
9.0	1.0	-7.0	18.52811	6.578109e-09
-9.0	-1.0	-7.0	18.52811	6.242245e-09
-9.0	1.0	-7.0	18.52811	6.602817e-09
-10.0	-2.0	2.0	18.56856	7.045946e-09
-10.0	-2.0	-2.0	18.56856	7.103645e-09
-10.0	2.0	2.0	18.56856	7.153964e-09
10.0	-2.0	-2.0	18.56856	7.153964e-09
10.0	2.0	-2.0	18.56856	7.045946e-09
-10.0	2.0	-2.0	18.56856	7.085169e-09
10.0	2.0	2.0	18.56856	7.103645e-09
10.0	-2.0	2.0	18.56856	7.085169e-09
7.0	-7.0	9.0	18.57147	1.088693e-08
7.0	7.0	9.0	18.57147	1.180091e-08
-7.0	7.0	-9.0	18.57147	1.088693e-08
7.0	7.0	-9.0	18.57147	1.092513e-08
-7.0	-7.0	-9.0	18.57147	1.180091e-08
-7.0	-7.0	9.0	18.57147	1.092513e-08
7.0	-7.0	-9.0	18.57147	1.180450e-08
-7.0	7.0	9.0	18.57147	1.180450e-08
-9.0	-7.0	-3.0	18.61387	4.020067e-09
9.0	-7.0	-3.0	18.61387	3.986665e-09
-9.0	7.0	3.0	18.61387	3.986665e-09
9.0	7.0	3.0	18.61387	4.020067e-09
-9.0	-7.0	3.0	18.61387	3.915484e-09
-9.0	7.0	-3.0	18.61387	3.914478e-09
9.0	-7.0	3.0	18.61387	3.914478e-09
9.0	7.0	-3.0	18.61387	3.915484e-09
8.0	-8.0	6.0	18.66712	1.812951e-08
-8.0	8.0	6.0	18.66712	1.798670e-08
-8.0	-8.0	-6.0	18.66712	1.798770e-08
8.0	8.0	6.0	18.66712	1.798770e-08
8.0	-8.0	-6.0	18.66712	1.798670e-08
-8.0	-8.0	6.0	18.66712	1.814567e-08
-8.0	8.0	-6.0	18.66712	1.812951e-08
8.0	8.0	-6.0	18.66712	1.814567e-08
6.0	-8.0	-10.0	18.66931	5.595070e-09
-6.0	-8.0	-10.0	18.66931	5.650610e-09
-6.0	8.0	-10.0	18.66931	5.325124e-09
6.0	8.0	-10.0	18.66931	5.385630e-09
6.0	-8.0	10.0	18.66931	5.325124e-09
6.0	8.0	10.0	18.66931	5.650610e-09
-6.0	8.0	10.0	18.66931	5.595070e-09
-6.0	-8.0	10.0	18.66931	5.385630e-09
-10.0	2.0	3.0	18.76432	3.282831e-09
10.0	-2.0	-3.0	18.76432	3.282831e-09
-10.0	-2.0	-3.0	18.76432	3.315319e-09
-10.0	2.0	-3.0	18.76432	3.121876e-09
10.0	2.0	3.0	18.76432	3.315319e-09
-10.0	-2.0	3.0	18.76432	3.104665e-09
10.0	-2.0	3.0	18.76432	3.121876e-09
10.0	2.0	-3.0	18.76432	3.104665e-09
8.0	4.0	-9.0	18.77722	5.460956e-09
-8.0	4.0	-9.0	18.77722	5.507575e-09
8.0	-4.0	9.0	18.77722	5.507575e-09
8.0	-4.0	-9.0	18.77722	4.737563e-09
-8.0	-4.0	-9.0	18.77722	4.788778e-09
8.0	4.0	9.0	18.77722	4.788778e-09
-8.0	-4.0	9.0	18.77722	5.460956e-09
-8.0	4.0	9.0	18.77722	4.737563e-09
-8.0	6.0	-8.0	18.79958	3.620790e-09
-8.0	-6.0	8.0	18.79958	3.646707e-09
-8.0	-6.0	-8.0	18.79958	3.467429e-09
8.0	-6.0	8.0	18.79958	3.620790e-09
8.0	6.0	8.0	18.79958	3.467429e-09
8.0	-6.0	-8.0	18.79958	3.445513e-09
8.0	6.0	-8.0	18.79958	3.646707e-09
-8.0	6.0	8.0	18.79958	3.445513e-09
9.0	-3.0	-7.0	18.80336	1.071321e-09
-9.0	-3.0	-7.0	18.80336	1.083317e-09
9.0	3.0	7.0	18.80336	1.083317e-09
-9.0	3.0	7.0	18.80336	1.071321e-09
-9.0	-3.0	7.0	18.80336	1.096201e-09
-9.0	3.0	-7.0	18.80336	1.118689e-09
9.0	-3.0	7.0	18.80336	1.118689e-09
9.0	3.0	-7.0	18.80336	1.096201e-09
-10.0	4.0	0.0	18.82440	1.500050e-09
10.0	-4.0	0.0	18.82440	1.500050e-09
10.0	4.0	0.0	18.82440	1.488406e-09
-10.0	-4.0	0.0	18.82440	1.488406e-09
-8.0	-10.0	3.0	18.84769	5.116576e-09
8.0	-10.0	3.0	18.84769	5.113007e-09
-8.0	10.0	3.0	18.84769	5.181206e-09
8.0	10.0	-3.0	18.84769	5.116576e-09
-8.0	10.0	-3.0	18.84769	5.113007e-09
8.0	-10.0	-3.0	18.84769	5.181206e-09
8.0	10.0	3.0	18.84769	5.214170e-09
-8.0	-10.0	-3.0	18.84769	5.214170e-09
9.0	-7.0	-4.0	18.88672	6.013334e-09
-9.0	-7.0	4.0	18.88672	6.104900e-09
-9.0	7.0	-4.0	18.88672	6.115053e-09
9.0	-7.0	4.0	18.88672	6.115053e-09
-9.0	7.0	4.0	18.88672	6.013334e-09
9.0	7.0	4.0	18.88672	5.968911e-09
-9.0	-7.0	-4.0	18.88672	5.968911e-09
9.0	7.0	-4.0	18.88672	6.104900e-09
-8.0	0.0	-10.0	18.96853	1.268768e-08
8.0	0.0	10.0	18.96853	1.268768e-08
8.0	0.0	-10.0	18.96853	1.269703e-08
-8.0	0.0	10.0	18.96853	1.269703e-08
7.0	9.0	-8.0	19.00402	2.758277e-09
7.0	-9.0	8.0	19.00402	2.752966e-09
-7.0	9.0	8.0	19.00402	2.647205e-09
-7.0	-9.0	8.0	19.00402	2.758277e-09
7.0	9.0	8.0	19.00402	2.645440e-09
-7.0	9.0	-8.0	19.00402	2.752966e-09
-7.0	-9.0	-8.0	19.00402	2.645440e-09
7.0	-9.0	-8.0	19.00402	2.647205e-09
-8.0	2.0	-10.0	19.10348	2.454571e-09
-8.0	-2.0	-10.0	19.10348	2.577528e-09
8.0	-2.0	10.0	19.10348	2.454571e-09
8.0	-2.0	-10.0	19.10348	2.582040e-09
-8.0	-2.0	10.0	19.10348	2.438847e-09
8.0	2.0	10.0	19.10348	2.577528e-09
-8.0	2.0	10.0	19.10348	2.582040e-09
8.0	2.0	-10.0	19.10348	2.438847e-09
-9.0	-1.0	8.0	19.11063	2.477462e-09
-9.0	1.0	8.0	19.11063	2.615748e-09
-9.0	1.0	-8.0	19.11063	2.493697e-09
9.0	1.0	8.0	19.11063	2.599170e-09
9.0	-1.0	-8.0	19.11063	2.615748e-09
-9.0	-1.0	-8.0	19.11063	2.599170e-09
9.0	1.0	-8.0	19.11063	2.477462e-09
9.0	-1.0	8.0	19.11063	2.493697e-09
-8.0	10.0	4.0	19.11720	6.268166e-09
-8.0	10.0	-4.0	19.11720	6.300752e-09
8.0	-10.0	4.0	19.11720	6.300752e-09
-8.0	-10.0	4.0	19.11720	6.293977e-09
8.0	10.0	-4.0	19.11720	6.293977e-09
8.0	10.0	4.0	19.11720	6.228634e-09
-8.0	-10.0	-4.0	19.11720	6.228634e-09
8.0	-10.0	-4.0	19.11720	6.268166e-09
-6.0	10.0	-9.0	19.15753	4.948344e-09
6.0	-10.0	-9.0	19.15753	4.519051e-09
6.0	10.0	-9.0	19.15753	4.966179e-09
6.0	10.0	9.0	19.15753	4.509113e-09
-6.0	-10.0	-9.0	19.15753	4.509113e-09
6.0	-10.0	9.0	19.15753	4.948344e-09
-6.0	-10.0	9.0	19.15753	4.966179e-09
-6.0	10.0	9.0	19.15753	4.519051e-09
-8.0	8.0	7.0	19.16933	6.780273e-09
8.0	8.0	7.0	19.16933	6.786647e-09
-8.0	8.0	-7.0	19.16933	6.712305e-09
8.0	-8.0	-7.0	19.16933	6.780273e-09
8.0	-8.0	7.0	19.16933	6.712305e-09
-8.0	-8.0	7.0	19.16933	6.721471e-09
8.0	8.0	-7.0	19.16933	6.721471e-09
-8.0	-8.0	-7.0	19.16933	6.786647e-09
-10.0	4.0	3.0	19.17063	1.939156e-09
-10.0	-4.0	3.0	19.17063	1.750549e-09
10.0	-4.0	3.0	19.17063	1.765386e-09
-10.0	-4.0	-3.0	19.17063	1.964591e-09
10.0	4.0	3.0	19.17063	1.964591e-09
-10.0	4.0	-3.0	19.17063	1.765386e-09
10.0	4.0	-3.0	19.17063	1.750549e-09
10.0	-4.0	-3.0	19.17063	1.939156e-09
7.0	-7.0	-10.0	19.30470	5.788900e-09
7.0	7.0	-10.0	19.30470	5.902165e-09
7.0	7.0	10.0	19.30470	5.784787e-09
-7.0	-7.0	-10.0	19.30470	5.784787e-09
-7.0	-7.0	10.0	19.30470	5.902165e-09
7.0	-7.0	10.0	19.30470	5.930722e-09
-7.0	7.0	-10.0	19.30470	5.930722e-09
-7.0	7.0	10.0	19.30470	5.788900e-09
10.0	2.0	5.0	19.37748	1.131296e-08
-10.0	2.0	-5.0	19.37748	1.150937e-08
-10.0	2.0	5.0	19.37748	1.134837e-08
10.0	-2.0	5.0	19.37748	1.150937e-08
10.0	-2.0	-5.0	19.37748	1.134837e-08
-10.0	-2.0	5.0	19.37748	1.154524e-08
10.0	2.0	-5.0	19.37748	1.154524e-08
-10.0	-2.0	-5.0	19.37748	1.131296e-08
9.0	9.0	-1.0	19.38775	1.964843e-09
-9.0	-9.0	-1.0	19.38775	2.101563e-09
9.0	-9.0	1.0	19.38775	1.967495e-09
-9.0	-9.0	1.0	19.38775	1.964843e-09
-9.0	9.0	-1.0	19.38775	1.967495e-09
-9.0	9.0	1.0	19.38775	2.085226e-09
9.0	-9.0	-1.0	19.38775	2.085226e-09
9.0	9.0	1.0	19.38775	2.101563e-09
10.0	4.0	-4.0	19.43566	3.878853e-09
10.0	-4.0	4.0	19.43566	3.901890e-09
10.0	-4.0	-4.0	19.43566	3.865920e-09
-10.0	-4.0	-4.0	19.43566	3.831151e-09
10.0	4.0	4.0	19.43566	3.831151e-09
-10.0	4.0	4.0	19.43566	3.865920e-09
-10.0	4.0	-4.0	19.43566	3.901890e-09
-10.0	-4.0	4.0	19.43566	3.878853e-09
-10.0	6.0	0.0	19.49479	2.314905e-08
10.0	6.0	0.0	19.49479	2.308515e-08
10.0	-6.0	0.0	19.49479	2.314905e-08
-10.0	-6.0	0.0	19.49479	2.308515e-08
9.0	-9.0	-2.0	19.50051	9.464311e-09
-9.0	9.0	2.0	19.50051	9.464311e-09
9.0	9.0	2.0	19.50051	9.447270e-09
-9.0	-9.0	-2.0	19.50051	9.447270e-09
-9.0	-9.0	2.0	19.50051	9.398019e-09
-9.0	9.0	-2.0	19.50051	9.429091e-09
9.0	9.0	-2.0	19.50051	9.398019e-09
9.0	-9.0	2.0	19.50051	9.429091e-09
-8.0	-4.0	-10.0	19.50272	1.261342e-08
8.0	-4.0	-10.0	19.50272	1.268137e-08
8.0	4.0	-10.0	19.50272	1.193214e-08
-8.0	4.0	10.0	19.50272	1.268137e-08
8.0	4.0	10.0	19.50272	1.261342e-08
8.0	-4.0	10.0	19.50272	1.201214e-08
-8.0	4.0	-10.0	19.50272	1.201214e-08
-8.0	-4.0	10.0	19.50272	1.193214e-08
-10.0	-6.0	2.0	19.64417	4.490333e-09
-10.0	6.0	2.0	19.64417	4.469790e-09
10.0	-6.0	2.0	19.64417	4.460074e-09
-10.0	-6.0	-2.0	19.64417	4.492941e-09
10.0	-6.0	-2.0	19.64417	4.469790e-09
10.0	6.0	-2.0	19.64417	4.490333e-09
-10.0	6.0	-2.0	19.64417	4.460074e-09
10.0	6.0	2.0	19.64417	4.492941e-09
-10.0	0.0	-6.0	19.65776	4.625060e-09
10.0	0.0	6.0	19.65776	4.625060e-09
10.0	0.0	-6.0	19.65776	4.617380e-09
-10.0	0.0	6.0	19.65776	4.617380e-09
-9.0	-9.0	-3.0	19.68701	1.881180e-09
-9.0	-9.0	3.0	19.68701	2.130867e-09
9.0	9.0	-3.0	19.68701	2.130867e-09
-9.0	9.0	-3.0	19.68701	2.106160e-09
9.0	-9.0	-3.0	19.68701	1.884116e-09
9.0	9.0	3.0	19.68701	1.881180e-09
-9.0	9.0	3.0	19.68701	1.884116e-09
9.0	-9.0	3.0	19.68701	2.106160e-09
-9.0	-1.0	-9.0	19.75006	3.301719e-09
-9.0	-1.0	9.0	19.75006	3.122068e-09
9.0	1.0	9.0	19.75006	3.301719e-09
-9.0	1.0	9.0	19.75006	3.307398e-09
-9.0	1.0	-9.0	19.75006	3.096501e-09
9.0	1.0	-9.0	19.75006	3.122068e-09
9.0	-1.0	-9.0	19.75006	3.307398e-09
9.0	-1.0	9.0	19.75006	3.096501e-09
-10.0	2.0	6.0	19.78801	7.413236e-09
10.0	-2.0	6.0	19.78801	7.559647e-09
10.0	2.0	6.0	19.78801	7.385053e-09
-10.0	2.0	-6.0	19.78801	7.559647e-09
10.0	2.0	-6.0	19.78801	7.529085e-09
10.0	-2.0	-6.0	19.78801	7.413236e-09
-10.0	-2.0	6.0	19.78801	7.529085e-09
-10.0	-2.0	-6.0	19.78801	7.385053e-09
6.0	-10.0	-10.0	19.86915	1.141625e-08
-6.0	-10.0	-10.0	19.86915	1.145199e-08
-6.0	-10.0	10.0	19.86915	1.079526e-08
6.0	-10.0	10.0	19.86915	1.079911e-08
6.0	10.0	-10.0	19.86915	1.079526e-08
-6.0	10.0	-10.0	19.86915	1.079911e-08
6.0	10.0	10.0	19.86915	1.145199e-08
-6.0	10.0	10.0	19.86915	1.141625e-08
9.0	5.0	8.0	19.90082	9.030916e-09
9.0	-5.0	-8.0	19.90082	9.070073e-09
-9.0	5.0	8.0	19.90082	9.070073e-09
-9.0	-5.0	8.0	19.90082	8.971270e-09
9.0	-5.0	8.0	19.90082	9.010847e-09
9.0	5.0	-8.0	19.90082	8.971270e-09
-9.0	-5.0	-8.0	19.90082	9.030916e-09
-9.0	5.0	-8.0	19.90082	9.010847e-09
9.0	-3.0	9.0	20.00850	1.222445e-09
9.0	-3.0	-9.0	20.00850	1.271192e-09
-9.0	3.0	9.0	20.00850	1.271192e-09
9.0	3.0	9.0	20.00850	1.261502e-09
-9.0	-3.0	9.0	20.00850	1.245002e-09
9.0	3.0	-9.0	20.00850	1.245002e-09
-9.0	-3.0	-9.0	20.00850	1.261502e-09
-9.0	3.0	-9.0	20.00850	1.222445e-09
10.0	-6.0	-4.0	20.08566	1.562069e-08
-10.0	6.0	4.0	20.08566	1.562069e-08
10.0	-6.0	4.0	20.08566	1.567371e-08
10.0	6.0	4.0	20.08566	1.555385e-08
-10.0	6.0	-4.0	20.08566	1.567371e-08
10.0	6.0	-4.0	20.08566	1.562250e-08
-10.0	-6.0	-4.0	20.08566	1.555385e-08
-10.0	-6.0	4.0	20.08566	1.562250e-08
-8.0	-6.0	-10.0	20.15056	4.424135e-09
8.0	-6.0	10.0	20.15056	4.415277e-09
-8.0	-6.0	10.0	20.15056	4.387204e-09
-8.0	6.0	10.0	20.15056	4.462234e-09
8.0	6.0	-10.0	20.15056	4.387204e-09
8.0	6.0	10.0	20.15056	4.424135e-09
-8.0	6.0	-10.0	20.15056	4.415277e-09
8.0	-6.0	-10.0	20.15056	4.462234e-09
-10.0	-2.0	7.0	20.26246	6.953492e-09
10.0	2.0	-7.0	20.26246	6.953492e-09
-10.0	2.0	-7.0	20.26246	6.982120e-09
10.0	-2.0	7.0	20.26246	6.982120e-09
10.0	-2.0	-7.0	20.26246	7.440184e-09
-10.0	-2.0	-7.0	20.26246	7.462050e-09
10.0	2.0	7.0	20.26246	7.462050e-09
-10.0	2.0	7.0	20.26246	7.440184e-09
9.0	9.0	-5.0	20.27228	1.818566e-09
-9.0	-9.0	-5.0	20.27228	2.035239e-09
-9.0	9.0	5.0	20.27228	2.017106e-09
-9.0	9.0	-5.0	20.27228	1.827918e-09
9.0	-9.0	5.0	20.27228	1.827918e-09
-9.0	-9.0	5.0	20.27228	1.818566e-09
9.0	-9.0	-5.0	20.27228	2.017106e-09
9.0	9.0	5.0	20.27228	2.035239e-09
7.0	-9.0	-10.0	20.34143	3.848404e-09
-7.0	9.0	-10.0	20.34143	3.847773e-09
7.0	9.0	-10.0	20.34143	3.834459e-09
7.0	9.0	10.0	20.34143	3.834995e-09
-7.0	-9.0	-10.0	20.34143	3.834995e-09
-7.0	9.0	10.0	20.34143	3.848404e-09
7.0	-9.0	10.0	20.34143	3.847773e-09
-7.0	-9.0	10.0	20.34143	3.834459e-09
8.0	8.0	-9.0	20.35282	6.625281e-09
-8.0	8.0	-9.0	20.35282	6.606393e-09
8.0	-8.0	9.0	20.35282	6.606393e-09
-8.0	-8.0	9.0	20.35282	6.625281e-09
8.0	8.0	9.0	20.35282	6.684017e-09
8.0	-8.0	-9.0	20.35282	6.708797e-09
-8.0	-8.0	-9.0	20.35282	6.684017e-09
-8.0	8.0	9.0	20.35282	6.708797e-09
-10.0	-8.0	0.0	20.39635	1.112668e-09
10.0	-8.0	0.0	20.39635	1.123045e-09
-10.0	8.0	0.0	20.39635	1.123045e-09
10.0	8.0	0.0	20.39635	1.112668e-09
10.0	-8.0	-1.0	20.43215	2.005996e-09
-10.0	-8.0	-1.0	20.43215	2.017444e-09
10.0	-8.0	1.0	20.43215	1.698619e-09
-10.0	-8.0	1.0	20.43215	1.687434e-09
10.0	8.0	1.0	20.43215	2.017444e-09
-10.0	8.0	1.0	20.43215	2.005996e-09
-10.0	8.0	-1.0	20.43215	1.698619e-09
10.0	8.0	-1.0	20.43215	1.687434e-09
